PRT_ID,AREA,INT_SQFT,SALE_YEAR,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILD_YEAR,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,INF_PRICE,NO. YEARS PASSED,1+0.04,Z*AA
P07938,Chrompet,1165,2008,17-06-2008,184,1,1,3,Normal Sale,No,23-06-1985,1985,Commercial,NoSewer ,No Access,RL,2.6,2.6,3.1,2.75,312306,137415,12492250,30789842.74,23,1.04,2.464715543
P08319,Adyar,698,2008,15-02-2008,82,1,1,2,Family,No,23-02-1974,1974,Others,NoSewer ,No Access,C,4.1,3.9,4.6,4.31,171749,52479,4770810,18101962.34,34,1.04,3.794316341
P07308,Anna Nagar,1640,2008,25-12-2008,182,1,1,4,Adj Land,No,29-12-1992,1992,Commercial,NoSewer ,Paved,RM,5,4.9,3.2,4.255,586091,253973,19536370,36591254.62,16,1.04,1.872981246
P03786,Adyar,787,2011,11-01-2011,31,1,1,2,Adj Land,No,21-01-1972,1972,Others,NoSewer ,Gravel,I,4.6,2.9,4.5,4.21,276937,67363,7484785,34552506.9,39,1.04,4.616365988
P09515,T Nagar,1743,2006,30-10-2006,197,1,1,4,Ab Normal,No,10-11-1963,1963,Commercial,ELO,Gravel,RM,2.3,4.2,3.5,3.315,598641,279366,19954710,107765316.9,43,1.04,5.400495268
P05659,KK Nagar,1325,2010,17-01-2010,143,1,1,3,Ab Normal,No,23-01-1987,1987,House,NoSewer ,Paved,RM,3.8,4.8,2.4,3.54,347098,147517,8677460,21387470.54,23,1.04,2.464715543
P03083,Karapakkam,1524,2011,29-05-2011,134,2,2,4,Adj Land,No,08-06-1969,1969,House,ELO,No Access,C,2.4,2.7,3.5,2.93,173200,97425,5412500,28105942.92,42,1.04,5.192783911
P04922,Chrompet,1202,2010,03-06-2010,55,2,1,4,Family,No,11-06-1978,1978,Commercial,NoSewer ,No Access,RL,3.9,3.5,3,3.47,313720,125488,12548800,44021927.6,32,1.04,3.508058747
P04629,Chrompet,802,2010,28-07-2010,67,1,1,3,Adj Land,No,07-08-1971,1971,Commercial,NoSewer ,Paved,RH,4,2,4.3,3.29,303417,68514,9787650,45183374.57,39,1.04,4.616365988
P02469,Karapakkam,1071,2011,29-09-2011,94,1,1,3,Normal Sale,No,02-10-1998,1998,House,AllPub,Paved,RH,2.5,2.5,2.7,2.58,233217,97174,6478250,10786762.45,13,1.04,1.665073507
P06327,Velachery,1844,2009,12-09-2009,118,3,2,5,Adj Land,No,16-09-1995,1995,House,AllPub,Paved,I,4.7,4.8,4.7,4.75,306343,105306,9573230,16577736.92,14,1.04,1.731676448
P05009,Chrompet,1016,2010,18-05-2010,87,1,1,3,Ab Normal,No,19-05-2004,2004,Others,ELO,Paved,RL,4.6,4.5,2.4,3.9,240203,151239,8896420,11256809.42,6,1.04,1.265319018
P05566,Karapakkam,803,2010,02-02-2010,141,1,1,2,Normal Sale,No,14-02-1964,1964,Commercial,AllPub,No Access,RM,3.1,4.6,2.7,3.39,280602,77945,7794500,47350205.6,46,1.04,6.074822709
P08748,Chrompet,862,2007,03-09-2007,83,1,1,3,Adj Land,No,04-09-2002,2002,House,ELO,No Access,RM,3.4,2.6,2.4,2.78,231726,111868,7990550,9721725.849,5,1.04,1.216652902
P09316,Velachery,1704,2007,18-01-2007,154,2,1,4,Normal Sale,No,21-01-1993,1993,Others,NoSewer ,Paved,RH,4.4,4.6,4.7,4.58,353192,196218,9810880,16989269.83,14,1.04,1.731676448
P08335,Velachery,1803,2008,09-02-2008,108,3,2,5,Family,No,12-02-1994,1994,Commercial,NoSewer ,Gravel,I,4.9,3.3,4.5,4.06,588235,161765,14705880,25465826.04,14,1.04,1.731676448
P08279,T Nagar,1541,2008,01-03-2008,184,1,1,4,Ab Normal,No,05-03-1995,1995,Others,AllPub,No Access,RM,4.5,2.5,2.8,3.235,463319,125221,12522140,20850283.57,13,1.04,1.665073507
P03866,Karapakkam,1169,2010,26-12-2010,136,1,1,3,Ab Normal,No,05-01-1971,1971,Commercial,NoSewer ,Paved,A,4.8,2.6,3.9,3.78,316932,115248,7203000,33251684.21,39,1.04,4.616365988
P02833,T Nagar,1569,2011,17-07-2011,191,1,1,4,Partial,No,21-07-1994,1994,Commercial,AllPub,Gravel,RL,4.8,3,2.9,3.495,586124,274746,18316390,35678505.16,17,1.04,1.947900496
P09292,Chrompet,958,2007,29-01-2007,119,1,1,3,Partial,No,02-02-1989,1989,Commercial,ELO,No Access,RH,2,3.2,4.6,3.26,270035,150020,10001300,20260798.72,18,1.04,2.025816515
P05307,KK Nagar,1583,2010,22-03-2010,9,2,1,4,Ab Normal,No,29-03-1980,1980,House,AllPub,Paved,RM,4.7,4.8,4,4.45,412284,105468,9588000,31097695.33,30,1.04,3.24339751
P05511,Karapakkam,739,2010,11-02-2010,41,1,1,2,Normal Sale,No,22-02-1968,1968,Commercial,AllPub,Paved,RH,3.6,2.7,4,3.49,333960,153065,6957500,36128794.06,42,1.04,5.192783911
P01418,Anna Nagar,1638,2012,20-05-2012,6,1,1,4,Ab Normal,No,26-05-1991,1991,House,NoSewer ,Paved,RM,3.2,4.7,4.6,4.135,462151,194590,12161870,27714081.01,21,1.04,2.278768069
P08367,Anna Nagar,1950,2008,27-01-2008,48,2,1,5,Normal Sale,No,05-02-1970,1970,Others,NoSewer ,No Access,RM,4.7,2.7,4.4,4.08,449090,112272,14034060,62294574.29,38,1.04,4.43881345
P04121,Karapakkam,1252,2010,02-11-2010,58,1,1,3,Adj Land,No,11-11-1975,1975,Commercial,NoSewer ,Gravel,RL,2.2,4.2,5,3.92,344697,233504,11119250,43877550.05,35,1.04,3.946088994
P04442,Anna Nagar,1517,2010,30-08-2010,64,1,1,4,Normal Sale,No,04-09-1990,1990,Commercial,AllPub,Gravel,RL,3.3,4,2.3,3.075,723058,180765,18076450,39607727.94,20,1.04,2.191123143
P07235,T Nagar,1917,2009,12-01-2009,4,2,1,5,Ab Normal,No,20-01-1977,1977,Others,AllPub,No Access,RH,2.5,3.4,2.4,2.68,447179,153319,12776550,44820887.98,32,1.04,3.508058747
P05192,Karapakkam,766,2010,12-04-2010,183,1,1,2,Normal Sale,No,21-04-1973,1973,House,NoSewer ,Gravel,RH,4,4.3,3.6,3.93,195254,126341,5742750,24510573.02,37,1.04,4.268089856
P02885,Karapakkam,745,2011,05-07-2011,81,1,1,2,Normal Sale,No,11-07-1985,1985,Commercial,ELO,Paved,RH,4.9,2.5,3.4,3.58,272552,97839,6988500,19375405.09,26,1.04,2.772469785
P00425,Chrompet,991,2014,25-04-2014,114,1,1,3,Ab Normal,No,01-05-1989,1989,Others,AllPub,Paved,RL,3.6,3.7,2.9,3.43,243276,104261,8688420,23161905.7,25,1.04,2.665836331
P04393,Karapakkam,1582,2010,09-09-2010,143,2,2,4,Ab Normal,No,13-09-1994,1994,Others,ELO,No Access,RL,3.1,4.4,4,3.85,262120,180208,8191250,15342057.63,16,1.04,1.872981246
P09909,Velachery,1737,2004,29-10-2004,175,2,1,4,Partial,No,07-11-1968,1968,House,NoSewer ,Gravel,RL,3.6,3.1,2.8,3.14,326955,186831,9341570,38337173.23,36,1.04,4.103932554
P08881,Anna Nagar,1554,2007,10-07-2007,190,1,1,4,Adj Land,No,11-07-2002,2002,House,NoSewer ,Gravel,RM,2.6,3.1,4.1,3.325,399703,103149,12893650,15687096.7,5,1.04,1.216652902
P09169,Chrompet,1039,2007,12-03-2007,39,1,1,3,Family,No,17-03-1986,1986,Others,ELO,No Access,RH,4.5,2.8,2.4,3.19,198525,51469,7352780,16755280.28,21,1.04,2.278768069
P01592,Chrompet,883,2012,13-03-2012,196,1,1,3,Adj Land,No,18-03-1995,1995,House,NoSewer ,Paved,RL,3.7,3.1,4.1,3.58,263187,31901,7975350,15535188.22,17,1.04,1.947900496
P07741,Anna Nagar,1867,2008,15-08-2008,14,2,1,5,Partial,No,26-08-1967,1967,House,NoSewer ,Gravel,RH,3.4,3.6,3.5,3.49,363107,93705,11713120,58484327.97,41,1.04,4.993061453
P04782,T Nagar,1950,2010,01-07-2010,130,2,1,5,Partial,No,12-07-1966,1966,Others,ELO,Paved,RH,3.9,4,3.6,3.79,331637,89287,12755280,71640222.45,44,1.04,5.616515078
P02230,KK Nagar,2289,2011,11-11-2011,195,4,2,6,Normal Sale,No,13-11-2002,2002,Others,NoSewer ,Paved,RM,2.7,4.2,3.7,3.55,609344,233366,12964760,18452896.05,9,1.04,1.423311812
P02133,Adyar,878,2011,03-12-2011,181,1,1,3,Family,No,11-12-1979,1979,House,ELO,Paved,RM,4.8,4.7,2.5,3.63,320462,82170,8216980,28825648.56,32,1.04,3.508058747
P00499,Anna Nagar,1650,2014,20-02-2014,159,1,1,4,Ab Normal,No,25-02-1995,1995,Others,ELO,Paved,RH,2.6,2.9,4,3.235,392031,95038,11879730,25028799.36,19,1.04,2.106849176
P06417,T Nagar,1509,2009,24-08-2009,111,1,1,4,Adj Land,No,30-08-1986,1986,House,AllPub,No Access,RH,3.6,4.6,5,4.48,273106,63024,10504060,25889519.95,23,1.04,2.464715543
P03324,Chrompet,1149,2011,13-04-2011,36,1,1,3,Partial,No,20-04-1981,1981,House,ELO,Gravel,RM,4.4,2.9,2.1,3.11,257116,101010,9182700,29783146.32,30,1.04,3.24339751
P00785,Anna Nagar,1781,2013,25-07-2013,0,1,1,4,Adj Land,No,31-07-1988,1988,House,NoSewer ,Gravel,RL,4.9,3.5,4.7,4.47,492799,181558,12968400,34571631.88,25,1.04,2.665836331
P05374,KK Nagar,1632,2010,07-03-2010,152,2,1,4,Partial,No,08-03-2004,2004,Others,NoSewer ,Paved,RH,3.1,4.2,4.7,4.07,303869,128914,9208160,11651259.97,6,1.04,1.265319018
P07306,T Nagar,1604,2008,25-12-2008,68,1,1,4,Partial,No,28-12-1996,1996,Commercial,NoSewer ,Paved,RL,4.6,4.8,2.3,3.615,597184,126675,18096490,28973063.53,12,1.04,1.601032219
P06811,Chrompet,1015,2009,16-05-2009,25,1,1,3,Normal Sale,No,19-05-1998,1998,House,NoSewer ,No Access,RM,2.6,2.8,5,3.4,235039,142702,8394250,12922562.21,11,1.04,1.539454056
P07358,Chrompet,1269,2008,10-12-2008,0,2,1,4,Family,No,20-12-1969,1969,Others,AllPub,No Access,RH,3.1,2,2.4,2.45,267212,116905,8350380,38548410.22,39,1.04,4.616365988
P09987,Velachery,1939,2004,12-05-2004,196,3,2,5,Family,No,16-05-1988,1988,Commercial,AllPub,No Access,I,2.8,4.6,3.1,3.7,533256,201772,14412320,26994005.07,16,1.04,1.872981246
P06485,Chrompet,787,2009,09-08-2009,57,1,1,2,Adj Land,No,15-08-1986,1986,Commercial,AllPub,No Access,RL,3.8,3.3,3.8,3.6,260771,30089,10029650,24720234.25,23,1.04,2.464715543
P01331,Chrompet,976,2012,03-08-2012,44,1,1,3,Partial,No,05-08-2005,2005,Others,NoSewer ,Paved,RM,3.5,4.1,2.8,3.53,254866,154740,9102370,11978097.95,7,1.04,1.315931779
P02195,Karapakkam,1357,2011,17-11-2011,34,2,2,4,Ab Normal,No,21-11-1994,1994,Commercial,NoSewer ,Paved,RL,2.2,4.7,4.7,3.95,414391,235195,11199750,21815998.58,17,1.04,1.947900496
P07242,KK Nagar,2428,2009,09-01-2009,48,4,2,6,Normal Sale,No,11-01-2003,2003,Commercial,AllPub,Gravel,RH,3.2,2.1,4.9,3.55,783633,223895,18657920,23608221.02,6,1.04,1.265319018
P08829,Chrompet,1201,2007,02-08-2007,87,2,1,4,Ab Normal,No,06-08-1991,1991,Commercial,NoSewer ,Gravel,RM,4.3,2.9,3.9,3.62,468723,234362,14647600,27434680.09,16,1.04,1.872981246
P03331,Adyar,1097,2011,12-04-2011,131,1,1,3,Adj Land,No,16-04-1992,1992,Commercial,ELO,Gravel,I,2.3,3.7,4.8,3.83,515139,115906,12878485,27133025.51,19,1.04,2.106849176
P06602,Velachery,1656,2009,16-07-2009,53,2,1,4,Adj Land,No,28-07-1963,1963,Commercial,NoSewer ,Paved,RH,2.4,2.7,2.3,2.51,404114,188587,13470470,81830717.05,46,1.04,6.074822709
P01958,Karapakkam,1173,2012,08-01-2012,143,1,1,3,Partial,No,13-01-1992,1992,Commercial,ELO,Paved,A,3.9,2.3,3.9,3.42,356818,58256,7282000,15955758.73,20,1.04,2.191123143
P02157,Karapakkam,670,2011,27-11-2011,198,1,1,2,Adj Land,No,02-12-1988,1988,Commercial,NoSewer ,Gravel,A,2.2,3.6,2.7,2.82,193741,91172,5698250,14044565.34,23,1.04,2.464715543
P05801,KK Nagar,1355,2009,20-12-2009,58,2,1,4,Family,No,26-12-1987,1987,Commercial,NoSewer ,Gravel,RM,3.3,3.8,2,2.93,571887,116977,12997440,30802877.3,22,1.04,2.369918792
P08202,KK Nagar,2225,2008,24-03-2008,65,4,2,6,Partial,No,26-03-2001,2001,House,NoSewer ,Paved,RH,2.1,4.1,3.7,3.34,371201,82489,10311140,13568756.81,7,1.04,1.315931779
P03335,KK Nagar,1540,2011,12-04-2011,24,2,1,4,Ab Normal,No,14-04-2002,2002,House,AllPub,Paved,RH,2.6,3.6,3.1,3.1,272678,93733,8521180,12128296.15,9,1.04,1.423311812
P02653,Adyar,1248,2011,26-08-2011,157,2,2,4,Normal Sale,No,01-09-1984,1984,Others,AllPub,Paved,RM,3.3,4.7,2.2,3.03,342587,22102,11051205,31864697.23,27,1.04,2.883368576
P00655,Chrompet,1290,2013,05-11-2013,168,2,1,4,Partial,No,07-11-2004,2004,Others,NoSewer ,Paved,RH,5,2.2,4.6,3.76,255124,75592,9449050,13448944.48,9,1.04,1.423311812
P04427,Karapakkam,1080,2010,02-09-2010,48,1,1,3,Partial,No,06-09-1995,1995,House,AllPub,No Access,RH,5,3.3,4.9,4.45,191771,92980,5811250,10465732.95,15,1.04,1.800943506
P07217,Chrompet,704,2009,18-01-2009,43,1,1,2,Ab Normal,No,22-01-1994,1994,House,AllPub,Gravel,RM,2.9,4.3,2.1,3.22,213446,57466,8209450,14784755.66,15,1.04,1.800943506
P03020,Karapakkam,525,2011,13-06-2011,21,1,1,2,Adj Land,No,15-06-2003,2003,Others,NoSewer ,No Access,A,3.9,2.3,4.9,3.82,114011,52383,3081375,4217074.458,8,1.04,1.36856905
P09823,Velachery,1837,2005,22-04-2005,20,3,2,5,Adj Land,No,25-04-1993,1993,House,NoSewer ,No Access,RM,3.8,2.4,2.3,2.72,398051,122477,10206440,16340839.28,12,1.04,1.601032219
P04883,KK Nagar,2284,2010,11-06-2010,114,4,2,6,Partial,No,14-06-1996,1996,Commercial,NoSewer ,Gravel,RM,3.4,2.8,4.3,3.58,752460,183527,18352680,31780903.71,14,1.04,1.731676448
P09175,Chrompet,876,2007,09-03-2007,43,1,1,3,Normal Sale,No,15-03-1983,1983,House,ELO,No Access,RM,3.2,5,2.5,3.71,231967,119725,7482800,19180692.41,24,1.04,2.563304165
P00604,T Nagar,1962,2013,04-12-2013,164,2,1,5,Adj Land,No,15-12-1970,1970,Others,NoSewer ,Paved,RL,3.2,2.3,4.3,3.47,474046,215475,14365020,77578222.53,43,1.04,5.400495268
P05997,Anna Nagar,1710,2009,13-11-2009,59,1,1,4,Partial,No,18-11-1989,1989,House,ELO,No Access,RL,2.3,3.7,3.6,3.17,301591,75398,10771100,23600806.49,20,1.04,2.191123143
P09204,Chrompet,867,2007,25-02-2007,139,1,1,3,Normal Sale,No,02-03-1987,1987,Commercial,NoSewer ,No Access,RM,5,3,3.4,3.72,285849,32983,10994200,24089646.06,20,1.04,2.191123143
P06199,Karapakkam,1101,2009,06-10-2009,99,1,1,3,Family,No,08-10-2003,2003,House,ELO,No Access,A,3.1,2,4.1,3.17,138180,55272,3948000,4995479.485,6,1.04,1.265319018
P09544,Anna Nagar,1721,2006,18-10-2006,171,1,1,4,Ab Normal,No,26-10-1975,1975,Others,ELO,No Access,RH,2.3,3.6,2.3,2.625,373817,90622,11327800,38210180.65,31,1.04,3.37313341
P05267,KK Nagar,1737,2010,29-03-2010,173,2,1,4,Adj Land,No,03-04-1991,1991,Commercial,NoSewer ,Paved,RM,4.8,3.4,2.9,3.62,670850,137219,15246580,32122244.51,19,1.04,2.106849176
P01151,Anna Nagar,1719,2012,27-11-2012,62,1,1,4,Adj Land,No,05-12-1981,1981,Commercial,NoSewer ,Gravel,RH,3.2,2.1,2.5,2.645,668856,229322,19110170,64461152.91,31,1.04,3.37313341
P03379,KK Nagar,1650,2011,06-04-2011,72,2,1,4,Adj Land,No,08-04-2003,2003,Commercial,NoSewer ,Gravel,RL,3.2,4,5,4.16,537018,268509,14917160,20415163.5,8,1.04,1.36856905
P09779,Velachery,1631,2005,19-08-2005,26,2,1,4,Partial,No,22-08-1993,1993,Commercial,ELO,Paved,I,4.9,4,2.9,3.9,471628,203947,12746690,20407861.37,12,1.04,1.601032219
P02641,Anna Nagar,1823,2011,29-08-2011,94,2,1,5,Normal Sale,No,31-08-2003,2003,Others,AllPub,Gravel,RM,3.1,3.5,4.6,3.8,409894,273263,15181250,20776588.9,8,1.04,1.36856905
P02251,KK Nagar,1879,2011,06-11-2011,45,3,2,5,Ab Normal,No,10-11-1995,1995,Others,AllPub,Paved,RM,2.6,4.2,2.6,3.08,515012,137336,11444700,21435708.46,16,1.04,1.872981246
P02404,Chrompet,862,2011,11-10-2011,124,1,1,3,Partial,No,16-10-1991,1991,House,ELO,No Access,RM,3.2,3,3.5,3.21,208353,86215,7184600,15742343.33,20,1.04,2.191123143
P07200,Chrompet,1197,2009,23-01-2009,29,1,1,3,Family,No,30-01-1981,1981,House,ELO,No Access,RM,2,2.9,3.2,2.72,260902,109411,8416200,25237686.87,28,1.04,2.998703319
P06273,Velachery,1696,2009,24-09-2009,110,2,1,4,Normal Sale,No,05-10-1964,1964,Others,NoSewer ,No Access,RL,4.6,2.3,2.2,2.85,303588,133936,8929050,52156149.72,45,1.04,5.841175681
P02954,Karapakkam,1075,2011,23-06-2011,46,1,1,3,Ab Normal,No,24-06-2005,2005,Commercial,NoSewer ,Paved,RM,3,2.9,3.9,3.33,474191,257713,10308500,13043541.1,6,1.04,1.265319018
P01818,Chrompet,777,2012,02-02-2012,59,1,1,2,Family,No,05-02-1998,1998,Others,NoSewer ,Gravel,RH,2.4,4.2,4.8,3.84,242483,128819,7577590,13121934.13,14,1.04,1.731676448
P01521,Karapakkam,1657,2012,25-03-2012,81,2,2,4,Adj Land,No,02-04-1983,1983,House,ELO,No Access,RH,4.5,2.9,4.2,3.9,283891,72793,7279250,22701443.58,29,1.04,3.118651452
P07129,Adyar,1061,2009,12-02-2009,75,1,1,3,Adj Land,No,20-02-1978,1978,House,NoSewer ,Gravel,RL,2.8,4,3.8,3.54,338795,141164,9410965,31744440.47,31,1.04,3.37313341
P03014,Karapakkam,1301,2011,14-06-2011,40,1,1,3,Normal Sale,No,22-06-1978,1978,Others,AllPub,No Access,RH,3.7,4.1,3.7,3.82,308206,140703,6700125,24444609.4,33,1.04,3.648381097
P03639,Karapakkam,1046,2011,09-02-2011,175,1,1,3,Family,No,20-02-1966,1966,House,NoSewer ,Gravel,A,5,3.3,4.8,4.41,159579,57626,4432750,25892471.5,45,1.04,5.841175681
P07813,Chrompet,940,2008,24-07-2008,160,1,1,3,Ab Normal,No,02-08-1974,1974,Commercial,ELO,No Access,RL,2.6,4.4,3,3.44,292418,167096,10443500,39625942.7,34,1.04,3.794316341
P04525,Velachery,1867,2010,14-08-2010,160,3,2,5,Normal Sale,No,16-08-2000,2000,House,AllPub,Gravel,C,3.3,2.2,4.4,3.14,320112,192067,9146050,13538388.24,10,1.04,1.480244285
P04356,Karapakkam,1176,2010,16-09-2010,178,1,1,3,Ab Normal,No,28-09-1962,1962,Others,AllPub,Gravel,I,4.1,4.2,4.3,4.21,271666,106016,6626000,43536320.13,48,1.04,6.570528242
P01833,Karapakkam,719,2012,30-01-2012,156,1,1,2,Normal Sale,No,02-02-2000,2000,Commercial,AllPub,No Access,C,2.5,2.8,3.1,2.83,265872,121858,5539000,8868117.459,12,1.04,1.601032219
P09746,Velachery,1638,2005,01-10-2005,133,2,1,4,Partial,No,09-10-1972,1972,Commercial,AllPub,No Access,RM,3.4,3.3,3.8,3.48,534842,164567,13713910,50033570.01,33,1.04,3.648381097
P05360,Karapakkam,1538,2010,10-03-2010,119,2,2,4,Partial,No,11-03-2005,2005,House,NoSewer ,Gravel,I,3,2.2,4.6,3.4,334969,89325,7443750,9056460.042,5,1.04,1.216652902
P05596,Chrompet,724,2010,28-01-2010,36,1,1,2,Family,No,04-02-1983,1983,Others,ELO,Paved,RL,3,4.2,3.8,3.72,204007,84417,7034730,20283719.42,27,1.04,2.883368576
P09353,Velachery,1692,2007,07-01-2007,145,2,1,4,Partial,No,16-01-1972,1972,Others,ELO,Paved,RH,2.6,2.4,4.3,3.02,344772,88403,8840300,34884610.54,35,1.04,3.946088994
P02607,KK Nagar,1650,2011,03-09-2011,192,2,1,4,Adj Land,No,07-09-1993,1993,Commercial,AllPub,Gravel,RH,3.1,5,4.9,4.39,627676,256776,14265360,28899001.89,18,1.04,2.025816515
P02976,KK Nagar,1790,2011,20-06-2011,13,3,2,5,Partial,No,23-06-1997,1997,Commercial,NoSewer ,Gravel,RL,3.8,5,2.2,3.52,584426,239764,14985280,25949656.44,14,1.04,1.731676448
P01614,Chrompet,1174,2012,09-03-2012,51,1,1,3,Adj Land,No,14-03-1993,1993,House,NoSewer ,Gravel,RL,4.6,4.6,3.8,4.36,279057,125094,9622650,20273472.22,19,1.04,2.106849176
P02010,Chrompet,762,2011,27-12-2011,166,1,1,2,Partial,No,06-01-1972,1972,House,NoSewer ,No Access,RM,2,5,5,4.1,207603,71364,6487600,29949135.99,39,1.04,4.616365988
P09866,Velachery,1722,2005,18-01-2005,155,2,1,4,Family,No,29-01-1963,1963,Others,ELO,Paved,RL,3.3,3.4,2.2,3.02,372270,85909,9545390,49567147.62,42,1.04,5.192783911
P09108,Adyar,1223,2007,04-04-2007,88,2,2,4,Ab Normal,No,10-04-1981,1981,House,ELO,Gravel,I,4.3,4,4,4.09,267744,69095,8636890,23945516.56,26,1.04,2.772469785
P00558,Anna Nagar,1793,2014,06-01-2014,146,1,1,4,Partial,No,15-01-1980,1980,Others,NoSewer ,Gravel,RL,4.3,3.3,4.8,4.25,450955,212214,13263370,50325421.52,34,1.04,3.794316341
P07795,Velachery,1742,2008,30-07-2008,147,2,1,4,Partial,No,10-08-1966,1966,Commercial,NoSewer ,Gravel,C,4.8,3.4,4.1,3.96,487709,231020,12834440,66646473.54,42,1.04,5.192783911
P03628,Karapakkam,614,2011,11-02-2011,66,1,1,2,Normal Sale,No,16-02-1989,1989,House,ELO,Paved,RH,3.1,4.9,3.1,3.64,175590,48775,4877500,11559278.91,22,1.04,2.369918792
P05652,Karapakkam,1654,2010,17-01-2010,188,2,2,4,Normal Sale,No,24-01-1982,1982,House,NoSewer ,No Access,RL,3.1,2.6,2.6,2.75,309099,75390,7539000,22607224.32,28,1.04,2.998703319
P08715,T Nagar,1984,2007,12-09-2007,5,2,1,5,Adj Land,No,22-09-1965,1965,House,NoSewer ,No Access,RM,2.6,4.7,3.4,3.485,341770,197175,13144990,68259092.58,42,1.04,5.192783911
P05650,KK Nagar,1445,2010,18-01-2010,113,2,1,4,Family,No,23-01-1992,1992,Others,AllPub,Gravel,RL,4,3.7,2.6,3.35,426591,155124,9695260,19640817.83,18,1.04,2.025816515
P08806,Chrompet,888,2007,12-08-2007,125,1,1,3,Adj Land,No,17-08-1987,1987,House,AllPub,Gravel,RL,3.4,4.1,3.5,3.71,243281,139018,8688600,19037792.54,20,1.04,2.191123143
P02492,Anna Nagar,1554,2011,24-09-2011,196,1,1,4,Normal Sale,No,30-09-1987,1987,Commercial,NoSewer ,Gravel,RL,2.5,2.2,2.6,2.465,525545,108733,18122230,46452787.64,24,1.04,2.563304165
P03345,KK Nagar,1689,2011,11-04-2011,3,2,1,4,Normal Sale,No,14-04-1996,1996,Others,NoSewer ,Gravel,RH,2.1,4,5,3.83,405772,207834,9896880,17823721.76,15,1.04,1.800943506
P05312,Chrompet,1121,2010,20-03-2010,127,1,1,3,Ab Normal,No,25-03-1990,1990,House,ELO,No Access,RM,4,4.1,4.9,4.31,281054,42584,8516800,18661357.58,20,1.04,2.191123143
P01109,Chrompet,704,2012,19-12-2012,169,1,1,2,Ab Normal,No,24-12-1994,1994,Others,NoSewer ,Paved,RL,4.7,2.1,2.3,2.94,229663,122009,7176980,14539244.61,18,1.04,2.025816515
P02388,Karapakkam,1412,2011,14-10-2011,84,2,2,4,Partial,No,24-10-1970,1970,Others,NoSewer ,Gravel,RM,3.5,4.6,2,3.23,368939,114195,8784250,43860300.07,41,1.04,4.993061453
P00031,Chrompet,1237,2015,31-01-2015,17,2,1,4,Partial,No,08-02-1982,1982,Others,ELO,Gravel,RL,4.7,2.1,2.2,2.91,317871,28897,9632440,35142812.01,33,1.04,3.648381097
P05163,KK Nagar,1549,2010,17-04-2010,121,2,1,4,Partial,No,23-04-1984,1984,Commercial,AllPub,Gravel,RL,2.7,4.3,4.6,3.94,659536,107679,13459920,37317221.51,26,1.04,2.772469785
P01059,Chrompet,968,2013,18-01-2013,52,1,1,3,Ab Normal,No,25-01-1987,1987,House,AllPub,No Access,RL,4.2,4.9,4.9,4.69,211229,52807,7543900,20915234.81,26,1.04,2.772469785
P05895,Chrompet,982,2009,03-12-2009,193,1,1,3,Ab Normal,No,09-12-1986,1986,House,ELO,Gravel,RH,2.9,4.2,3.3,3.54,247259,131356,7726850,19044487.29,23,1.04,2.464715543
P06463,KK Nagar,2178,2009,13-08-2009,188,3,2,5,Normal Sale,No,16-08-1999,1999,Commercial,NoSewer ,Gravel,RH,3.3,4.5,2.3,3.26,756135,386469,16803000,24872544.72,10,1.04,1.480244285
P09154,Anna Nagar,1793,2007,17-03-2007,123,1,1,4,Ab Normal,No,22-03-1985,1985,Others,NoSewer ,Paved,RL,5,4.8,2.4,3.91,468851,93770,13395730,31746792.25,22,1.04,2.369918792
P06776,Velachery,1769,2009,28-05-2009,162,2,1,4,Ab Normal,No,01-06-1993,1993,House,NoSewer ,No Access,A,4.6,4.4,4.6,4.51,255538,69064,6906420,12935595.14,16,1.04,1.872981246
P09275,T Nagar,1914,2007,05-02-2007,136,2,1,5,Family,No,07-02-1999,1999,Others,AllPub,No Access,RM,3.9,5,4.2,4.31,419250,144569,14456880,19785238.53,8,1.04,1.36856905
P07347,Chrompet,1249,2008,13-12-2008,100,2,1,4,Normal Sale,No,21-12-1977,1977,Others,AllPub,Paved,RL,3.6,4.3,2,3.4,324502,59000,9833380,33169302.62,31,1.04,3.37313341
P05184,KK Nagar,1755,2010,14-04-2010,117,2,1,4,Family,No,21-04-1980,1980,House,NoSewer ,Gravel,RL,3.7,4.1,3.2,3.62,337246,96356,9635600,31252081.05,30,1.04,3.24339751
P02598,Karapakkam,707,2011,04-09-2011,126,1,1,2,Normal Sale,No,11-09-1983,1983,House,ELO,Paved,A,4.4,2.8,3,3.36,114210,25380,3172500,9513386.28,28,1.04,2.998703319
P05172,Karapakkam,1224,2010,15-04-2010,63,1,1,3,Ab Normal,No,27-04-1961,1961,Commercial,AllPub,No Access,C,4.4,4.5,4.1,4.31,243416,106495,7606750,51979580.33,49,1.04,6.833349371
P07381,KK Nagar,1726,2008,02-12-2008,112,2,1,4,Adj Land,No,09-12-1980,1980,Commercial,NoSewer ,Paved,RM,4.8,3.8,5,4.58,554636,299803,14990160,44951042.55,28,1.04,2.998703319
